0.5859,Today marks my 100th day as your Congressman. I’m honored to work for you. Here are some highlights: http://t.co/6SxHxvYEIE
-0.4023,Somehow I personally would not trust China EVER Chinese citizens can receive COVID-19 vaccines as early as November https://t.co/dBmGFnvVBL via @MailOnline
0.4588,@debrabayken cares act should never have passed the way it was written.  everyone with half a brain knew that s second stimulus bill will never pass. also the dems could have shut down the senate using the filibuster if the dems had any guts.
-0.5544,political people/pundits use twitter in such weird ways. they act like getting blocked by someone is a violation of their rights they delete tweets and then post a screenshot of the tweet they deleted to announce that they deleted it? please go outside I promise no one cares
0.1431,Congress needs condemn these distortions and alignments of Israel and the United States and it should start with Rep. Omar’s own party.Will @HouseDemocrats take a stand and speak out against Rep. Omar’s rhetoric? Or will they sit back and do nothing? https://t.co/Vpw3kk2e52
0.6249,@CIRCimmigrant Great meeting with you today. I will continue to push for permanent legislation for DACA recipients and for it to be included in the end-of-year package.
-0.7663,Trump has not just abandoned our allies fighting ISIS he has abandoned countless women &amp; children who will suffer in the wake of this Turkish invasion. Even Republicans are speaking out - this is huge mistake that will cost lives. https://t.co/whrGxpyYek
0.0,There are many ways to be a #voter. https://t.co/4ehHdzaNl5
0.765,Well now that the impeachment trial is over I’m sure all the GOP senators who argued they should be focused on COVID relief instead will be staying on this weekend to push it through as soon as — hey where are they going? https://t.co/drGs1wSLMT
0.0,This headline says it all. #GOPTaxScamhttps://t.co/fbCC8jh6QO
-0.7469,Congress will rush back to impeach trump but left the working class to die
0.6093,@SenSchumer Then why is only 9% of the covid Bill actually going to COVID relief?  NINE PERCENT!!!
0.6808,Ran into ND Governor's School students in @DowntownFargo. Good 2 see young NDans engaged &amp; learning during the summer http://t.co/YIY8UkX7hr
-0.5439,@senatemajldr @SenateGOP @VP @tedcruz @SpeakerPelosi @SenSchumer Have you seen Trump's most recent video on Parler? (I won't link it--it's horrible.) If a threat of massive violence like this on Jan 20 isn't enough to 25th amendment this monster what is?
0.6892,Watch live http://t.co/fTxLwPqmpI Thurs 11:30am RT @StevieJoe1 @DesJarlaisTN04 @GOPoversight  Great! Let them see what Vols are made of!
0.469,Nothing could be more important than ensuring that all wo⁦@HerschelWalker⁩rkers receive equal pay for equal work. It's time for #EqualPay. #wagegap https://t.co/2HDYnFybrv
0.5108,@FAIRImmigration @NRO My hairdresser waited 8 years to legally enter the USA. Her brothers waited 5 years and their wives will have to wait possibly 8 years before joining them. What makes these illegals so special? No vaccine no tests not even measles vaccines.....
-0.8228,That makes sense ? Shut down our pipeline but tap into the Petroleum Reserve?? Impeach Biden! And the entire Biden Admin!! They are destroying America!!!! https://t.co/dNwz0LM0k7
0.6705,@YNedhif @L3ftyOwl2 So when my food stamp card reloads when my social security check some when my Covid relief check arrives....you are telling me that money taken from citizens hasn’t been redistributed to other citizens?
0.0,@firefire100 Young MA!
0.7345,Good luck to Amber Hulse one of my former interns who is representing South Dakota in @MissAmerica tonight! https://t.co/eYRnQymfIr
-0.7346,@Hedgeye The debt ceiling is for spending that’s already happened and is a very stupid mechanism that should be gotten rid of.
0.7906,@SwissFisch thanks for having me again. Great to interact with #DukeDC students. cc: @DukeU @DukeFedRel @DukeAlumni
-0.2023,You can’t make this stuff up. This is the same guy currently charged with running USAID’s democracy and governance promotion programs.Meisburger must be terminated IMMEDIATELY. https://t.co/ny6Oqkg1K4
0.0,?? https://t.co/bO8s7x6YKV
0.9349,HBCUs empower our students and allow them to reach their highest potential. I’m honored to be on the @UNCF HBCU Honor Roll as a member of the HBCU Caucus. Special thank you to @RepAdams for her leadership on this important issue. https://t.co/YPP6q3p538
0.0,@LisaMascaro @Fahrenthold What is skinny repeal ?
0.2263,@JudiciaryGOP @Jim_Jordan @JoeBiden HOW ABOUT THAT JOBS REPORT AND STOCK MARKET?  JIM HAS SELECTIVE MEMORY ON CURRENT EVENTS  JIM THIS IS YOUR FORUM TELL THE PEOPLE OF OHIO WHAT BILLS FUNDING ETC YOU ARE WORKING ON FOR THEM  YOU VOTED NO TO COVID RELIEF AND NOW INFRASTRUCTURE ROADS AND $FOR OHIO
0.0,We don't need lip service we need recovery services for #OpioidCrisis. Action &amp; $ should be priorities for Trump https://t.co/bHRiDo9Uhj?
0.0,"House Speaker Pelosi calls for the 25th Amendment to be invoked against President Trump"  https://t.co/8H6spSV2kX
-0.34,@newsmax He no longer in office . rember Biden won't be president forever .we should impeach him now and we he leave office. The new normal.
0.5994,Excited to serve on Natural Resources Cmte &amp; Water &amp; Indian Affairs Subcmtes. Both have major impact on CA @NRDems https://t.co/ctzH2SdT1k
0.9309,Wht Hse's Kudlow/CNBC: CARES Act/PPP worked well but right now Republican party "not holding up package" but supporting "targeted programs." Dems "wish list" wants to spend money on things not related to pandemic. #Kudlow #coronavirus @anthonymace
-0.3954,It's going on 9months since American Samoa closed borders and no incoming flights. How long does ASG plan to keep making up bs lies and excuses about Covid to fill their greed with millions of dollars in CARES Act funding? I want to go home. It's been WAY too long.
-0.5267,Trump is a danger to his own country. He shouldn't be president for one more minute. (@radiofreetom / USA Today)https://t.co/vctcBFw45Rhttps://t.co/qrkNFJavq0
0.128,Can't wait til weed is legal CNN has a pro legalization video on right now:D
0.0,Today @SenJohnBarrasso &amp; I met with #Wyo students from Glenrock High School in my DC office. http://t.co/iLcGMYlMEX
0.9068,PROPERTY OF THE MONTH: Evergreen Manor. In 2014 LHP participated in a pilot program replacing 13 traditional mobile homes w Zero Energy Modular homes. 2 new ZEM homes funded by CARES Act replicate successful pilot project help end cycle of homelessness for our neighbors ? https://t.co/YcKzH7eCTt
0.4215,Unanimous #SCOTUS ruling that NLRB recess appts were unconstitutional a "powerful rebuke to the Obama administration” http://t.co/yvdFjGWKfu
-0.0516,@crocodilethumbs Good for this guy for standing up for what he believes in. Forcing the vaccine is disgusting. If want to be controlled then go live in a communist country.
